arch,alpha_0,lambda_0,beta_0,beta_effect,R2,delta_R2,logE1,logE2,ess1,ess2,top01_share,logE1_winsor
dense,-0.22020205158002168,0.03614236236413211,-0.03325564679855663,0.0012606477436014499,0.0002600382741636542,3.758311118318147e-05,0.23543531844502752,0.9457973430503444,2304057.7293445366,534273.3132423933,0.00827190954864697,0.234484468432683
