arch,alpha_0,lambda_0,beta_0,beta_effect,R2,delta_R2,logE1,logE2,ess1,ess2,top01_share,logE1_winsor
moe,-2.7754144641134166,0.30547857544707085,0.018265495452311445,0.0006471538521115105,0.001431639768953108,7.079685391975232e-05,2.926184647062943,10.415957382772227,38483.60496579273,985.1134333874373,0.20614804404328338,2.7872317841532563
