arch,lam,clip_rate,contam_precision,contam_recall,contam_enrichment,clean_false_positive_rate
moe,1.0,0.048054064291965466,0.025823111684958037,0.2586793737236215,5.383090432308597,0.04703880771363602
moe,1.3,0.03648588633305903,0.03163877203973865,0.24063989108236897,6.595424019186581,0.035501822751748104
moe,1.6,0.028942487297046644,0.03717702809432472,0.22430224642614024,7.749929856547904,0.028000813757756128
moe,2.0,0.02237221939208694,0.044081156035615236,0.20558202859087815,9.189165589158872,0.02148911106808987
moe,2.3,0.01899401752942252,0.048482764549127484,0.19196732471068753,10.106725678931388,0.018160251214894393
moe,2.6,0.016113810624763247,0.054108825615563884,0.1817562968005446,11.279535364603742,0.015315380349718959
moe,3.1,0.012962563841320846,0.06083889658647185,0.16439754935330156,12.682487150362219,0.012232616592126894
moe,4.0,0.009337813655185026,0.07273998950865536,0.1415929203539823,15.163391087308721,0.008700317299899264
