bin,u_med,q001,q01,q10,q50,q90,q99,q999,ks_core,w1_core
0,0.715627897913941,-6.85841616270729,-3.5279515999420394,-1.4184062727762539,-0.0024081515903526234,1.522380453457717,5.041395764368258,13.662947068078008,0.049522135418109126,0.08433394062520098
1,0.018232768813211675,-1.9183684621444397,-1.6760323925304406,-1.0139088918491668,0.0,2.0177079793019193,10.13337076707997,46.79787639011941,0.03146134069169115,0.07526027703664173
2,0.0005700912544895909,-1.8644607451763924,-1.5826975245769996,-0.8842444125243096,0.0,1.660135975866124,9.764489834067254,60.26801127402871,0.07567264054297398,0.10977449358435229
3,4.386709593906524e-05,-1.8216653049635356,-1.490743609940887,-0.7531808291897517,0.0,1.243839135703571,7.793184767542692,49.01218633600288,0.11432150659221818,0.22217773233811006
4,6.556468058471765e-06,-1.8057171132244478,-1.4526155313675255,-0.7083256406735459,0.0,1.0781104716703875,6.296536580144769,40.71676465249571,0.12383176001438256,0.28516424477281443
5,1.0728824619832267e-06,-1.9166445239067036,-1.4907236991233104,-0.7666578522129609,0.0,1.1499861294303648,6.229088048162039,38.95455817475207,0.11038992951306736,0.24945969661569636
6,1.1920927533992653e-07,-1.9166442954247218,-1.9166441811837782,-1.9166440669428557,0.0,1.9166438384610645,6.708251092675039,31.305093079208195,0.26912009048539065,0.30491068884458566
9,0.0,0.0,0.0,0.0,0.0,0.0,228481.75030482744,456963.47337250615,0.5120339580164807,0.8642181277889388
